year;qrt;region;area_type;tran_count;area_total;area_mean;eur_total;eur_min;eur_max;em_min;em_max;em_median;em_mean;em_sd
2013;2;Haabersti linnaosa;41-54,99;48;2 388,80;49,77;2 966 962;28 200;140 000;535,1;2 947,37;1 074,68;1 242,57;529,65
2013;2;Haabersti linnaosa;55-69,99;49;3 146,24;64,21;3 519 216;25 565;198 000;424,67;2 933,33;995,44;1 118,66;436,77
2013;2;Haabersti linnaosa;70-249,99;35;3 371,60;96,33;5 059 678;50 000;285 000;696,38;2 281,34;1 497,28;1 470,64;498,06
2013;2;Kesklinna linnaosa;10-29,99;49;1 084,58;22,13;1 626 496;3 635;87 500;180,18;3 486,06;1 481,48;1 510,46;680,76
2013;2;Kesklinna linnaosa;30-40,99;71;2 591,15;36,5;3 885 116;14 000;133 980;394,37;3 343,47;1 406,65;1 493,21;611,3
2013;2;Kesklinna linnaosa;41-54,99;102;4 963,30;48,66;9 605 543;31 000;245 000;695,4;4 545,45;1 808,52;1 925,06;748,97
2013;2;Kesklinna linnaosa;55-69,99;83;5 211,03;62,78;8 786 082;24 000;200 000;398,01;3 539,82;1 658,54;1 694,18;583,12
2013;2;Kesklinna linnaosa;70-249,99;133;12 868,60;96,76;23 004 055;40 000;500 000;315,37;3 821,66;1 731,65;1 783,11;651,26
2013;2;Kristiine linnaosa;10-29,99;28;585,4;20,91;656 860;5 500;45 000;219,74;1 730,77;1 224,90;1 118,39;415,32
2013;2;Kristiine linnaosa;30-40,99;17;606,6;35,68;747 820;27 500;65 000;733,33;1 940,30;1 180,90;1 235,85;343,48
2013;2;Kristiine linnaosa;41-54,99;32;1 507,40;47,11;1 921 200;30 000;90 000;660,79;1 945,70;1 204,98;1 275,42;316,12
2013;2;Kristiine linnaosa;55-69,99;36;2 252,45;62,57;2 471 887;21 000;113 000;345,39;1 721,17;1 093,65;1 099,01;366,05
2013;2;Kristiine linnaosa;70-249,99;24;2 322,81;96,78;2 771 596;30 000;240 000;310,56;1 916,93;1 281,82;1 200,55;430,53
2013;2;Lasnamäe linnaosa;10-29,99;23;394,7;17,16;363 250;3 000;33 000;252,1;1 431,62;889,83;909,14;273,19
2013;2;Lasnamäe linnaosa;30-40,99;108;3 669,40;33,98;4 090 290;10 000;77 000;285,23;2 037,04;1 100,92;1 110,49;267,81
2013;2;Lasnamäe linnaosa;41-54,99;119;5 819,40;48,9;5 753 987;24 000;76 000;484,85;1 547,86;970,98;990,4;165,02
2013;2;Lasnamäe linnaosa;55-69,99;123;7 866,40;63,95;7 329 290;10 000;120 000;154,32;2 146,69;890,09;937,72;279,71
2013;2;Lasnamäe linnaosa;70-249,99;55;4 785,60;87,01;5 697 700;40 000;183 000;503,78;1 943,42;1 166,87;1 185,08;395,63
2013;2;Mustamäe linnaosa;10-29,99;41;906,1;22,1;1 054 269;2 500;46 000;219,3;2 035,93;1 182,43;1 148,13;348,49
2013;2;Mustamäe linnaosa;30-40,99;30;998,25;33,28;1 077 252;15 000;60 200;412,09;1 535,71;1 117,43;1 086,19;266,72
2013;2;Mustamäe linnaosa;41-54,99;141;6 322,00;44,84;6 522 375;10 000;85 403;228,83;1 856,59;1 020,41;1 031,34;229,7
2013;2;Mustamäe linnaosa;55-69,99;69;4 241,30;61,47;4 212 298;20 611;119 000;343,52;1 800,30;930,63;989,68;250,41
2013;2;Mustamäe linnaosa;70-249,99;8;685,8;85,73;637 110;65 000;137 610;758,27;1 167,18;887,92;919,8;121
2013;2;Nõmme linnaosa;10-29,99;45;789,8;17,55;560 822;4 500;35 100;387,93;1 276,36;504,85;662,36;238,48
2013;2;Nõmme linnaosa;30-40,99;17;584,7;34,39;628 300;12 500;61 500;310,95;1 580,55;1 059,19;1 082,77;301,41
2013;2;Nõmme linnaosa;41-54,99;28;1 327,80;47,42;1 322 670;26 000;85 000;504,65;1 650,49;1 034,70;997,21;279,53
2013;2;Nõmme linnaosa;55-69,99;14;893,1;63,79;1 056 884;50 000;141 900;775,19;2 176,38;1 067,00;1 182,91;417,39
2013;2;Nõmme linnaosa;70-249,99;32;3 249,20;101,54;4 933 165;45 000;331 000;573,98;2 199,57;1 487,55;1 446,87;422,79
2013;2;Pirita linnaosa;10-29,99;1;26,5;26,5;***;***;***;***;***;***;***;***
2013;2;Pirita linnaosa;30-40,99;1;40,7;40,7;***;***;***;***;***;***;***;***
2013;2;Pirita linnaosa;41-54,99;5;233,65;46,73;331 139;43 000;80 400;983,98;1 662,92;1 414,48;1 411,13;263,96
2013;2;Pirita linnaosa;55-69,99;14;925,1;66,08;1 326 988;88 500;113 560;1 314,62;1 745,64;1 368,39;1 436,45;140,69
2013;2;Pirita linnaosa;70-249,99;36;3 580,00;99,44;5 023 828;82 000;300 000;660,5;2 276,18;1 350,77;1 389,58;306,5
2013;2;Põhja-Tallinna linnaosa;10-29,99;96;1 969,45;20,52;2 004 594;2 500;55 000;154,32;1 939,66;1 002,34;982,19;369,78
2013;2;Põhja-Tallinna linnaosa;30-40,99;72;2 610,85;36,26;2 674 044;10 226;72 000;295,22;1 863,64;953,82;1 024,16;376,09
2013;2;Põhja-Tallinna linnaosa;41-54,99;100;4 730,20;47,3;5 441 147;7 000;112 000;127,74;2 206,76;1 134,54;1 147,01;382,51
2013;2;Põhja-Tallinna linnaosa;55-69,99;46;2 829,70;61,52;3 270 772;12 400;131 000;181,29;2 096,00;984,91;1 149,08;422,89
2013;2;Põhja-Tallinna linnaosa;70-249,99;41;4 091,10;99,78;5 275 212;19 812;350 900;275,93;2 660,35;1 367,69;1 305,83;547,62
2013;3;Haabersti linnaosa;10-29,99;18;333,85;18,55;384 317;8 500;59 438;726,5;2 251,44;1 129,42;1 149,39;348,65
2013;3;Haabersti linnaosa;30-40,99;33;1 104,30;33,46;1 388 900;28 000;74 000;768,45;2 055,56;1 185,41;1 251,17;268,78
2013;3;Haabersti linnaosa;41-54,99;50;2 476,29;49,53;2 691 001;25 000;100 000;469,04;1 945,53;1 006,88;1 087,12;308,49
2013;3;Haabersti linnaosa;55-69,99;72;4 590,61;63,76;5 136 700;38 000;160 000;582,82;2 342,61;1 028,17;1 124,98;338,69
2013;3;Haabersti linnaosa;70-249,99;39;3 264,94;83,72;4 493 872;50 000;184 000;636,94;2 402,09;1 488,69;1 387,44;435,25
2013;3;Kesklinna linnaosa;10-29,99;63;1 443,35;22,91;2 003 945;4 000;81 500;156,86;2 943,72;1 289,84;1 363,94;623,31
2013;3;Kesklinna linnaosa;30-40,99;73;2 603,34;35,66;3 987 117;12 194;136 500;377,52;3 518,04;1 525,42;1 523,97;598,46
2013;3;Kesklinna linnaosa;41-54,99;86;4 238,20;49,28;7 338 297;19 173;154 200;385;3 504,55;1 659,64;1 727,25;568,71
2013;3;Kesklinna linnaosa;55-69,99;87;5 426,70;62,38;9 789 921;5 000;350 000;71,94;5 882,35;1 676,47;1 814,89;830,16
2013;3;Kesklinna linnaosa;70-249,99;135;12 704,30;94,11;26 403 292;40 000;1 115 113;568,18;4 581,40;1 921,78;2 013,14;719,57
2013;3;Kristiine linnaosa;10-29,99;26;571,2;21,97;688 891;10 000;47 500;565,66;1 730,43;1 133,63;1 213,08;320,88
2013;3;Kristiine linnaosa;30-40,99;43;1 490,90;34,67;1 862 432;6 071;76 000;178,04;2 005,28;1 226,99;1 239,96;368,9
2013;3;Kristiine linnaosa;41-54,99;48;2 245,40;46,78;3 041 221;36 000;110 000;846,15;2 075,47;1 342,22;1 352,12;288,92
2013;3;Kristiine linnaosa;55-69,99;38;2 361,60;62,15;2 848 934;11 823;120 000;178,06;1 851,85;1 133,29;1 216,64;426,22
2013;3;Kristiine linnaosa;70-249,99;48;4 685,70;97,62;6 442 077;12 589;223 650;178,06;1 932,38;1 544,90;1 373,25;475,25
2013;3;Lasnamäe linnaosa;10-29,99;34;641,58;18,87;589 319;6 000;38 900;297,1;2 392,00;920,05;956,19;455,09
2013;3;Lasnamäe linnaosa;30-40,99;114;3 788,14;33,23;4 348 023;16 052;81 000;490,89;2 142,86;1 142,71;1 144,80;225,4
2013;3;Lasnamäe linnaosa;41-54,99;116;5 711,27;49,24;5 817 558;2 475;81 000;54,28;1 626,67;1 023,42;1 018,65;193,38
2013;3;Lasnamäe linnaosa;55-69,99;118;7 563,55;64,1;7 128 577;2 475;109 700;41,15;1 652,11;926,65;943,85;217,15
2013;3;Lasnamäe linnaosa;70-249,99;49;4 147,10;84,63;4 289 321;2 475;188 000;24,55;1 968,59;1 019,69;1 035,21;364,64
2013;3;Mustamäe linnaosa;10-29,99;47;1 019,68;21,7;1 191 350;800;49 100;36,7;1 974,79;1 237,46;1 108,18;538,23
2013;3;Mustamäe linnaosa;30-40,99;28;979,27;34,97;1 106 489;25 000;54 400;830,56;1 482,70;1 133,33;1 130,90;160,3
2013;3;Mustamäe linnaosa;41-54,99;127;5 686,20;44,77;6 268 009;15 000;89 600;341,69;1 888,62;1 094,91;1 100,41;211,53
2013;3;Mustamäe linnaosa;55-69,99;80;4 912,10;61,4;5 031 519;22 369;118 000;368,52;1 785,17;995,88;1 024,09;235,19
2013;3;Mustamäe linnaosa;70-249,99;21;1 769,40;84,26;2 208 428;60 000;156 000;827,59;1 828,35;1 181,32;1 239,98;262,82
2013;3;Nõmme linnaosa;10-29,99;15;346;23,07;396 250;11 000;42 000;723,4;1 985,65;1 013,84;1 147,35;353,37
2013;3;Nõmme linnaosa;30-40,99;11;400,6;36,42;496 991;27 500;79 000;692,54;2 000,00;1 267,97;1 237,84;365,25
2013;3;Nõmme linnaosa;41-54,99;22;1 051,60;47,8;1 186 844;25 000;76 000;588,24;1 574,32;1 122,94;1 126,77;262,53
2013;3;Nõmme linnaosa;55-69,99;17;1 050,00;61,76;1 405 294;45 000;132 300;682,45;2 358,29;1 272,46;1 357,89;476,8
2013;3;Nõmme linnaosa;70-249,99;21;2 231,61;106,27;3 155 919;64 615;323 500;543,18;2 246,80;1 464,71;1 441,17;500,33
2013;3;Pirita linnaosa;30-40,99;1;37,5;37,5;***;***;***;***;***;***;***;***
2013;3;Pirita linnaosa;41-54,99;5;242,2;48,44;***;***;***;***;***;***;***;***
2013;3;Pirita linnaosa;55-69,99;19;1 239,50;65,24;1 878 582;76 000;130 000;1 282,05;2 072,76;1 386,23;1 517,68;224
2013;3;Pirita linnaosa;70-249,99;34;3 209,10;94,39;4 584 000;48 000;290 000;534,52;1 980,59;1 402,46;1 416,90;279,41
2013;3;Põhja-Tallinna linnaosa;10-29,99;86;1 749,25;20,34;1 882 822;3 500;47 000;212,77;1 833,33;1 086,27;1 053,58;353,75
2013;3;Põhja-Tallinna linnaosa;30-40,99;67;2 420,65;36,13;2 592 866;15 000;62 000;375;2 046,20;1 063,83;1 076,37;316,04
2013;3;Põhja-Tallinna linnaosa;41-54,99;71;3 402,10;47,92;3 990 737;15 000;103 500;292,97;1 981,98;1 136,67;1 173,10;332,01
2013;3;Põhja-Tallinna linnaosa;55-69,99;27;1 649,45;61,09;1 963 962;25 000;125 000;406,5;2 170,14;1 221,23;1 194,03;400,82
2013;3;Põhja-Tallinna linnaosa;70-249,99;15;1 216,80;81,12;1 422 998;17 397;162 000;235,41;1 887,08;1 195,90;1 150,35;518,64
2013;4;Haabersti linnaosa;10-29,99;6;102,05;17,01;148 209;10 000;47 709;862,07;1 625,52;1 489,49;1 398,66;272,02
2013;4;Haabersti linnaosa;30-40,99;36;1 197,45;33,26;1 367 261;11 500;49 000;339,23;1 376,15;1 226,42;1 144,61;274,27
2013;4;Haabersti linnaosa;41-54,99;49;2 434,60;49,69;2 998 540;23 000;108 000;438,1;2 113,50;1 121,79;1 234,33;358,77
2013;4;Haabersti linnaosa;55-69,99;62;4 034,31;65,07;4 764 208;25 000;187 000;395,57;2 762,19;1 067,81;1 177,31;416,58
2013;4;Haabersti linnaosa;70-249,99;43;3 929,91;91,39;5 244 422;6 000;240 000;29,75;2 400,57;1 460,81;1 399,01;477,49
2013;4;Kesklinna linnaosa;10-29,99;46;1 052,25;22,88;1 191 806;3 975;54 300;151,72;2 500,00;1 203,71;1 147,86;636,47
2013;4;Kesklinna linnaosa;30-40,99;72;2 569,85;35,69;4 388 614;11 800;104 208;354,35;3 297,72;1 731,06;1 712,54;504,77
2013;4;Kesklinna linnaosa;41-54,99;99;4 823,10;48,72;8 853 410;15 406;190 000;327,09;3 725,49;1 851,66;1 831,46;516,36
2013;4;Kesklinna linnaosa;55-69,99;86;5 301,85;61,65;9 634 535;25 565;195 057;457,33;3 380,54;1 798,56;1 817,96;510,62
2013;4;Kesklinna linnaosa;70-249,99;147;14 394,60;97,92;28 698 578;28 890;690 000;376,66;4 222,77;1 817,27;1 935,69;732,57
2013;4;Kristiine linnaosa;10-29,99;19;498,6;26,24;715 850;5 000;62 250;416,67;2 095,96;1 409,40;1 406,52;407,87
2013;4;Kristiine linnaosa;30-40,99;39;1 392,80;35,71;1 956 680;10 000;76 000;250;2 059,62;1 469,07;1 405,46;385,38
2013;4;Kristiine linnaosa;41-54,99;55;2 637,69;47,96;3 665 593;39 000;114 300;852,88;2 164,77;1 333,33;1 385,84;324,3
2013;4;Kristiine linnaosa;55-69,99;40;2 527,71;63,19;3 206 900;35 000;135 000;569,11;2 014,93;1 201,14;1 261,68;354,76
2013;4;Kristiine linnaosa;70-249,99;24;2 468,40;102,85;3 765 954;65 000;274 000;687,1;2 240,33;1 645,01;1 564,17;446,53
2013;4;Lasnamäe linnaosa;10-29,99;30;616,6;20,55;686 978;8 000;40 799;404,04;1 686,44;1 211,93;1 132,59;322,59
2013;4;Lasnamäe linnaosa;30-40,99;124;4 170,60;33,63;4 878 890;3 777;64 000;115,86;1 620,25;1 175,58;1 170,30;212,52
2013;4;Lasnamäe linnaosa;41-54,99;127;6 177,20;48,64;6 726 241;9 018;95 444;173,09;1 984,28;1 086,69;1 092,17;219,78
2013;4;Lasnamäe linnaosa;55-69,99;134;8 601,80;64,19;8 440 326;35 000;95 000;546,88;1 567,66;967;980,82;163,82
2013;4;Lasnamäe linnaosa;70-249,99;40;3 396,30;84,91;3 477 295;30 000;142 000;374,53;1 625,00;999,12;1 016,73;234,47
2013;4;Mustamäe linnaosa;10-29,99;48;983,03;20,48;1 355 418;5 000;48 300;471,7;1 916,67;1 389,28;1 395,67;280,52
2013;4;Mustamäe linnaosa;30-40,99;37;1 286,10;34,76;1 719 719;3 500;73 000;90,21;1 802,47;1 329,11;1 308,22;439,43
2013;4;Mustamäe linnaosa;41-54,99;138;6 224,70;45,11;7 840 895;20 000;96 000;456,62;1 956,52;1 231,58;1 255,30;295,73
2013;4;Mustamäe linnaosa;55-69,99;105;6 443,20;61,36;7 496 136;17 735;122 000;293,63;1 788,86;1 112,96;1 161,04;310,93
2013;4;Mustamäe linnaosa;70-249,99;19;1 458,40;76,76;1 912 372;49 000;154 600;635,54;1 753,25;1 269,61;1 310,76;318,13
2013;4;Nõmme linnaosa;10-29,99;17;356,3;20,96;324 774;2 000;38 000;100,5;1 386,86;821,92;889,69;370,26
2013;4;Nõmme linnaosa;30-40,99;15;544;36,27;589 400;18 000;61 000;524,78;1 536,52;1 128,61;1 081,83;316,61
2013;4;Nõmme linnaosa;41-54,99;14;691,8;49,41;854 900;17 000;117 800;389,91;2 185,53;1 038,00;1 210,79;498,15
2013;4;Nõmme linnaosa;55-69,99;14;879,3;62,81;1 156 989;50 000;120 000;827,81;1 990,05;1 262,60;1 317,19;333,71
2013;4;Nõmme linnaosa;70-249,99;14;1 392,30;99,45;2 160 951;80 000;255 000;815,49;2 121,88;1 629,71;1 567,81;412,5
2013;4;Pirita linnaosa;30-40,99;3;110,15;36,72;***;***;***;***;***;***;***;***
2013;4;Pirita linnaosa;41-54,99;6;304,6;50,77;***;***;***;***;***;***;***;***
2013;4;Pirita linnaosa;55-69,99;11;698,8;63,53;947 000;59 000;108 000;964,05;1 921,71;1 392,22;1 358,72;238
2013;4;Pirita linnaosa;70-249,99;29;3 029,50;104,47;4 315 986;10 000;325 000;64,72;4 000,00;1 438,13;1 514,89;724,65
2013;4;Põhja-Tallinna linnaosa;10-29,99;100;1 974,15;19,74;2 234 020;3 000;48 000;153,85;1 892,37;1 120,25;1 100,23;364,45
2013;4;Põhja-Tallinna linnaosa;30-40,99;63;2 341,40;37,17;2 559 972;5 000;73 500;153,85;2 106,06;1 060,61;1 089,55;344,06
2013;4;Põhja-Tallinna linnaosa;41-54,99;87;4 141,20;47,6;5 194 280;20 000;107 500;464,04;2 103,72;1 187,90;1 253,36;416,13
2013;4;Põhja-Tallinna linnaosa;55-69,99;46;2 793,50;60,73;3 725 434;29 758;129 900;530,45;2 299,12;1 284,73;1 322,22;423,13
2013;4;Põhja-Tallinna linnaosa;70-249,99;37;3 525,00;95,27;5 268 334;44 000;290 000;423,89;2 995,87;1 530,10;1 497,11;425,94
2014;1;Haabersti linnaosa;10-29,99;2;24,1;12,05;***;***;***;***;***;***;***;***
2014;1;Haabersti linnaosa;30-40,99;27;897,3;33,23;1 126 355;28 000;51 000;851,06;1 540,79;1 230,30;1 257,29;157,79
2014;1;Haabersti linnaosa;41-54,99;51;2 536,10;49,73;3 368 710;45 000;111 000;852,27;2 029,25;1 272,73;1 327,81;296,37
2014;1;Haabersti linnaosa;55-69,99;46;2 982,90;64,85;3 299 598;15 000;120 000;228,66;1 832,06;1 103,48;1 107,21;288,41
2014;1;Haabersti linnaosa;70-249,99;22;1 826,11;83,01;***;***;***;***;***;***;***;***
2014;1;Kesklinna linnaosa;10-29,99;41;977,55;23,84;1 494 672;5 932;83 900;426,76;4 054,05;1 317,37;1 524,88;750,43
2014;1;Kesklinna linnaosa;30-40,99;55;1 984,85;36,09;3 363 390;16 000;107 800;473,37;2 701,75;1 735,75;1 689,92;460,67
2014;1;Kesklinna linnaosa;41-54,99;106;5 169,00;48,76;9 736 317;2 601;270 000;59,52;5 009,28;1 859,24;1 877,46;642,95
2014;1;Kesklinna linnaosa;55-69,99;86;5 321,40;61,88;11 039 773;69 000;308 700;1 100,48;5 019,51;1 941,88;2 077,10;620,59
2014;1;Kesklinna linnaosa;70-249,99;129;13 013,92;100,88;24 024 112;14 307;487 482;190,76;3 939,01;1 774,73;1 887,84;630,07
2014;1;Kristiine linnaosa;10-29,99;15;306,1;20,41;453 000;13 500;57 000;1 130,95;1 958,76;1 386,55;1 454,47;244,21
2014;1;Kristiine linnaosa;30-40,99;34;1 222,60;35,96;1 729 568;15 000;71 000;452,71;2 103,56;1 574,68;1 424,94;453,68
2014;1;Kristiine linnaosa;41-54,99;35;1 666,80;47,62;2 499 449;36 000;116 000;674,16;2 483,80;1 455,30;1 500,19;370,85
2014;1;Kristiine linnaosa;55-69,99;27;1 691,90;62,66;2 357 632;19 000;134 500;308,94;2 069,23;1 473,00;1 395,61;446,07
2014;1;Kristiine linnaosa;70-249,99;29;3 164,56;109,12;4 512 744;73 000;209 000;663,19;1 905,51;1 548,50;1 476,12;340,89
2014;1;Lasnamäe linnaosa;10-29,99;33;611,43;18,53;765 468;8 000;55 000;375,98;2 217,74;1 218,49;1 242,50;369,42
2014;1;Lasnamäe linnaosa;30-40,99;101;3 400,60;33,67;4 271 171;7 000;62 500;212,77;1 795,98;1 288,34;1 259,93;250,96
2014;1;Lasnamäe linnaosa;41-54,99;113;5 457,90;48,3;6 288 182;25 000;90 000;515,46;1 694,71;1 167,00;1 155,86;221,31
2014;1;Lasnamäe linnaosa;55-69,99;105;6 750,79;64,29;6 807 254;16 000;120 000;246,53;1 875,00;1 007,75;1 008,65;229,1
2014;1;Lasnamäe linnaosa;70-249,99;27;2 194,40;81,27;2 298 400;60 700;125 000;788,49;1 666,67;981,11;1 044,45;201,87
2014;1;Mustamäe linnaosa;10-29,99;34;605,1;17,8;813 867;7 000;47 000;636,36;1 923,08;1 469,30;1 365,25;357,88
2014;1;Mustamäe linnaosa;30-40,99;25;866,7;34,67;1 046 784;2 000;81 500;49,02;2 012,35;1 300,00;1 202,86;465,85
2014;1;Mustamäe linnaosa;41-54,99;121;5 448,85;45,03;6 492 458;10 000;101 000;224,47;1 938,58;1 235,29;1 190,24;271,34
2014;1;Mustamäe linnaosa;55-69,99;68;4 159,60;61,17;4 814 662;29 900;104 462;475,36;1 700,00;1 141,09;1 159,95;214,15
2014;1;Mustamäe linnaosa;70-249,99;19;1 443,60;75,98;2 009 740;62 000;156 000;885,71;1 825,35;1 404,79;1 387,56;271,13
2014;1;Nõmme linnaosa;10-29,99;11;198,4;18,04;239 800;5 000;46 000;446,43;2 200,96;1 217,39;1 192,56;482,28
2014;1;Nõmme linnaosa;30-40,99;8;290,4;36,3;331 000;18 500;62 000;558,91;1 581,63;1 110,46;1 135,26;331
2014;1;Nõmme linnaosa;41-54,99;7;337,1;48,16;396 400;43 400;72 000;925,93;1 503,13;1 152,07;1 176,32;233,68
2014;1;Nõmme linnaosa;55-69,99;13;807,9;62,15;1 153 067;60 000;130 000;947,87;1 963,75;1 433,39;1 427,77;270,93
2014;1;Nõmme linnaosa;70-249,99;16;1 450,40;90,65;2 041 433;62 000;232 000;676,12;2 276,58;1 303,36;1 415,01;436,92
2014;1;Pirita linnaosa;10-29,99;1;25,4;25,4;***;***;***;***;***;***;***;***
2014;1;Pirita linnaosa;30-40,99;1;37,7;37,7;***;***;***;***;***;***;***;***
2014;1;Pirita linnaosa;41-54,99;5;216,8;43,36;378 084;45 000;125 000;1 022,73;2 821,67;1 625,10;1 740,83;657,79
2014;1;Pirita linnaosa;55-69,99;13;843,8;64,91;1 387 296;55 500;170 000;1 009,09;2 485,38;1 571,86;1 637,12;348,05
2014;1;Pirita linnaosa;70-249,99;47;5 076,20;108;8 046 223;65 000;502 500;514,05;2 792,64;1 488,47;1 571,66;449,23
2014;1;Põhja-Tallinna linnaosa;10-29,99;81;1 600,65;19,76;2 158 307;5 000;58 500;446,43;2 529,76;1 292,37;1 326,36;486,31
2014;1;Põhja-Tallinna linnaosa;30-40,99;92;3 389,40;36,84;4 547 866;9 500;105 900;257,45;2 667,51;1 246,87;1 333,72;521,8
2014;1;Põhja-Tallinna linnaosa;41-54,99;115;5 422,40;47,15;7 572 756;20 500;114 060;462,75;2 460,42;1 362,53;1 393,22;435,98
2014;1;Põhja-Tallinna linnaosa;55-69,99;57;3 484,60;61,13;4 952 173;21 649;152 136;325,55;2 438,08;1 432,08;1 423,07;481,24
2014;1;Põhja-Tallinna linnaosa;70-249,99;49;4 337,90;88,53;6 767 606;41 580;219 000;470,89;2 366,85;1 627,91;1 550,18;379,48
2014;2;Haabersti linnaosa;10-29,99;4;86,85;21,71;***;***;***;***;***;***;***;***
2014;2;Haabersti linnaosa;30-40,99;25;837,9;33,52;***;***;***;***;***;***;***;***
2014;2;Haabersti linnaosa;41-54,99;54;2 748,20;50,89;3 874 870;25 000;109 000;500;2 154,15;1 320,03;1 411,31;340,38
2014;2;Haabersti linnaosa;55-69,99;53;3 412,70;64,39;4 010 790;15 000;118 000;228,66;1 801,53;1 173,78;1 178,99;248,05
2014;2;Haabersti linnaosa;70-249,99;31;3 141,63;101,34;4 015 379;10 000;270 000;72,05;2 615,98;1 210,19;1 329,15;524,43
2014;2;Kesklinna linnaosa;10-29,99;77;1 489,78;19,35;1 994 233;4 000;88 000;204,08;3 200,00;1 363,32;1 287,87;662,5
2014;2;Kesklinna linnaosa;30-40,99;61;2 178,50;35,71;3 818 906;14 139;137 000;400,54;3 558,44;1 757,19;1 764,78;561,85
2014;2;Kesklinna linnaosa;41-54,99;66;3 237,20;49,05;6 636 168;38 000;246 824;730,77;4 936,48;1 960,18;2 050,85;779,44
2014;2;Kesklinna linnaosa;55-69,99;64;4 026,00;62,91;8 065 109;50 000;228 000;744,05;3 275,86;1 996,44;2 003,88;483,96
2014;2;Kesklinna linnaosa;70-249,99;95;8 994,00;94,67;17 953 829;56 700;695 000;790,79;3 850,00;1 869,46;1 963,14;631,57
2014;2;Kristiine linnaosa;10-29,99;21;447,2;21,3;717 148;10 000;55 000;617,28;3 623,19;1 585,37;1 665,08;582,71
2014;2;Kristiine linnaosa;30-40,99;36;1 260,40;35,01;1 784 966;12 910;70 000;393,6;2 000,00;1 419,42;1 409,62;342,44
2014;2;Kristiine linnaosa;41-54,99;39;1 873,80;48,05;2 758 125;40 500;105 000;810;2 142,86;1 515,79;1 470,20;281,01
2014;2;Kristiine linnaosa;55-69,99;34;2 060,30;60,6;2 952 010;35 000;129 500;577,56;2 095,47;1 398,24;1 441,38;384,58
2014;2;Kristiine linnaosa;70-249,99;55;5 319,30;96,71;8 480 927;87 000;275 200;988,41;2 191,91;1 638,40;1 613,63;255,5
2014;2;Lasnamäe linnaosa;10-29,99;30;546,23;18,21;656 158;10 000;46 000;497,51;1 722,85;1 226,87;1 215,36;274,73
2014;2;Lasnamäe linnaosa;30-40,99;96;3 186,00;33,19;4 239 999;17 000;66 000;521,47;1 774,19;1 338,41;1 329,81;224,68
2014;2;Lasnamäe linnaosa;41-54,99;79;3 831,00;48,49;4 396 164;20 400;84 000;481,13;1 704,33;1 125,00;1 152,54;222,54
2014;2;Lasnamäe linnaosa;55-69,99;92;5 880,20;63,92;6 150 934;18 854;106 000;334,88;1 799,66;1 044,33;1 046,00;200,92
2014;2;Lasnamäe linnaosa;70-249,99;31;2 625,30;84,69;2 832 430;40 300;150 000;506,28;1 699,16;1 049,87;1 083,58;306,66
2014;2;Mustamäe linnaosa;10-29,99;48;946,5;19,72;1 316 808;9 800;57 000;442,76;2 057,76;1 468,27;1 441,59;365,59
2014;2;Mustamäe linnaosa;30-40,99;19;661,3;34,81;915 900;24 000;76 000;800;1 862,75;1 403,79;1 377,47;279,68
2014;2;Mustamäe linnaosa;41-54,99;101;4 544,40;44,99;5 440 155;7 000;92 500;162,04;1 761,90;1 221,46;1 198,73;270,11
2014;2;Mustamäe linnaosa;55-69,99;65;3 987,30;61,34;4 749 142;6 000;117 000;98,36;1 884,06;1 131,45;1 191,00;276,1
2014;2;Mustamäe linnaosa;70-249,99;25;2 090,70;83,63;3 097 655;70 000;167 000;773,48;1 853,50;1 517,35;1 491,59;272,13
2014;2;Nõmme linnaosa;10-29,99;19;405,35;21,33;489 963;3 000;60 000;101,69;2 020,20;1 293,10;1 231,68;448,32
2014;2;Nõmme linnaosa;30-40,99;17;618,4;36,38;838 518;24 000;82 900;615,38;2 452,66;1 300,58;1 354,37;427,7
2014;2;Nõmme linnaosa;41-54,99;8;373,6;46,7;559 400;35 000;120 000;802,75;2 816,90;1 352,13;1 511,29;601,85
2014;2;Nõmme linnaosa;55-69,99;14;896,7;64,05;1 424 000;50 500;159 000;850,17;2 432,99;1 493,75;1 595,36;519,15
2014;2;Nõmme linnaosa;70-249,99;14;1 186,90;84,78;1 578 562;70 000;218 000;831,6;2 195,37;1 367,28;1 344,91;354,58
2014;2;Pirita linnaosa;10-29,99;1;22,9;22,9;***;***;***;***;***;***;***;***
2014;2;Pirita linnaosa;30-40,99;1;40,7;40,7;***;***;***;***;***;***;***;***
2014;2;Pirita linnaosa;41-54,99;8;421,7;52,71;649 450;73 000;92 400;1 351,85;1 756,65;1 550,42;1 542,37;147,1
2014;2;Pirita linnaosa;55-69,99;12;789,9;65,83;1 185 000;60 000;120 000;952,38;1 910,83;1 514,23;1 499,43;238,03
2014;2;Pirita linnaosa;70-249,99;39;4 183,40;107,27;7 387 768;100 000;500 000;1 221,00;2 500,00;1 722,60;1 738,97;334,02
2014;2;Põhja-Tallinna linnaosa;10-29,99;123;2 430,30;19,76;2 858 424;3 000;59 000;153,85;2 193,31;1 181,10;1 149,41;434
2014;2;Põhja-Tallinna linnaosa;30-40,99;67;2 427,70;36,23;3 503 997;18 250;118 000;500;2 906,40;1 428,57;1 445,84;469,06
