year;qrt;region;area_type;tran_count;area_total;area_mean;eur_total;eur_min;eur_max;em_min;em_max;em_median;em_mean;em_sd
2012;1;Haabersti linnaosa;10-29,99;4;107,7;26,93;***;***;***;***;***;***;***;***
2012;1;Haabersti linnaosa;30-40,99;25;845,9;33,84;***;***;***;***;***;***;***;***
2012;1;Haabersti linnaosa;41-54,99;42;2 096,00;49,9;1 976 187;13 770;90 000;296,13;1 642,34;869,3;939,97;318,97
2012;1;Haabersti linnaosa;55-69,99;30;1 945,20;64,84;1 498 093;14 000;90 000;210,53;1 515,15;764,85;775,24;249,46
2012;1;Haabersti linnaosa;70-249,99;33;2 970,30;90,01;3 416 384;54 000;200 000;651,96;2 035,09;1 216,22;1 154,48;280,61
2012;1;Kesklinna linnaosa;10-29,99;46;1 067,02;23,2;1 291 404;969;116 144;43,48;4 900,60;969,39;1 176,87;960,59
2012;1;Kesklinna linnaosa;30-40,99;57;2 063,00;36,19;2 801 284;13 500;183 283;337,5;4 900,61;1 140,00;1 355,45;752,95
2012;1;Kesklinna linnaosa;41-54,99;67;3 214,10;47,97;5 250 919;17 160;232 799;395,39;4 901,03;1 565,55;1 629,82;675,46
2012;1;Kesklinna linnaosa;55-69,99;59;3 719,90;63,05;5 893 430;19 000;186 000;293,66;2 695,65;1 616,34;1 581,18;386,49
2012;1;Kesklinna linnaosa;70-249,99;110;10 483,10;95,3;17 462 317;6 392;360 496;85;4 551,72;1 677,81;1 656,35;634,89
2012;1;Kristiine linnaosa;10-29,99;22;447,7;20,35;383 332;4 500;36 324;235,6;1 697,38;877,27;872,21;342,74
2012;1;Kristiine linnaosa;30-40,99;34;1 167,50;34,34;1 048 396;7 989;51 000;250,44;1 434,50;906,55;891,74;287,76
2012;1;Kristiine linnaosa;41-54,99;30;1 434,10;47,8;1 459 983;20 000;90 000;447,43;1 720,18;1 025,94;1 017,20;341,74
2012;1;Kristiine linnaosa;55-69,99;21;1 319,80;62,85;1 369 629;35 000;105 000;560;1 550,39;939,91;1 028,68;308,19
2012;1;Kristiine linnaosa;70-249,99;14;1 287,80;91,99;1 650 599;67 000;230 000;768,31;1 780,86;1 170,75;1 263,60;312,74
2012;1;Lasnamäe linnaosa;10-29,99;22;425,9;19,36;301 056;1 000;36 274;48,08;1 459,72;695,01;689,32;279,78
2012;1;Lasnamäe linnaosa;30-40,99;89;2 974,85;33,43;2 499 684;5 000;52 000;152,91;1 420,77;833,33;839,7;235,41
2012;1;Lasnamäe linnaosa;41-54,99;100;4 908,50;49,09;3 836 880;500;78 000;10,87;1 471,70;763,27;780,54;205,72
2012;1;Lasnamäe linnaosa;55-69,99;95;6 072,80;63,92;4 631 572;10 000;95 000;154,32;1 376,81;738,46;762,51;211,41
2012;1;Lasnamäe linnaosa;70-249,99;34;2 963,90;87,17;2 421 054;10 000;130 000;125,79;1 409,98;817,71;819,34;254,14
2012;1;Mustamäe linnaosa;10-29,99;15;375,6;25,04;367 234;9 000;33 234;675,68;1 254,24;1 003,34;984,27;172,89
2012;1;Mustamäe linnaosa;30-40,99;20;668,4;33,42;641 773;2 000;57 000;66,67;1 476,68;925,12;932,98;377,11
2012;1;Mustamäe linnaosa;41-54,99;115;5 181,30;45,05;4 931 095;2 000;89 476;40,65;2 071,20;907,08;951,93;270,47
2012;1;Mustamäe linnaosa;55-69,99;54;3 343,60;61,92;2 768 934;22 000;84 900;350,88;1 344,00;805,14;827,36;210,67
2012;1;Mustamäe linnaosa;70-249,99;19;1 528,80;80,46;1 735 206;42 000;138 789;543,34;1 453,40;1 231,12;1 138,20;269,28
2012;1;Nõmme linnaosa;10-29,99;10;229,3;22,93;257 900;5 000;92 000;242,72;3 216,78;921,57;1 048,05;804,32
2012;1;Nõmme linnaosa;30-40,99;6;191,2;31,87;137 800;10 000;40 000;322,58;1 183,43;681,79;715,55;281,61
2012;1;Nõmme linnaosa;41-54,99;10;457,7;45,77;531 400;24 000;93 000;570,07;1 871,23;1 046,82;1 145,26;470,69
2012;1;Nõmme linnaosa;55-69,99;16;967,6;60,48;939 070;9 587;119 450;156,91;2 099,30;878,71;978,47;490,4
2012;1;Nõmme linnaosa;70-249,99;9;721,2;80,13;781 900;59 000;104 000;813,79;1 286,71;1 103,90;1 086,63;166,69
2012;1;Pirita linnaosa;30-40,99;2;69,1;34,55;***;***;***;***;***;***;***;***
2012;1;Pirita linnaosa;41-54,99;1;54,5;54,5;***;***;***;***;***;***;***;***
2012;1;Pirita linnaosa;55-69,99;5;309,8;61,96;382 002;46 802;86 000;712,36;1 414,14;1 358,61;1 242,08;299,19
2012;1;Pirita linnaosa;70-249,99;19;2 378,60;125,19;3 411 325;54 325;250 000;317,5;1 926,30;1 511,34;1 451,84;380,15
2012;1;Põhja-Tallinna linnaosa;10-29,99;75;1 622,60;21,63;1 560 574;2 000;75 925;84,75;2 565,04;836,73;927,56;508,9
2012;1;Põhja-Tallinna linnaosa;30-40,99;58;2 110,14;36,38;1 893 480;1 500;88 237;48,39;2 565,03;784,47;897,66;468,61
2012;1;Põhja-Tallinna linnaosa;41-54,99;79;3 736,84;47,3;4 259 202;5 000;100 000;116,01;2 016,13;1 134,45;1 133,49;421,59
2012;1;Põhja-Tallinna linnaosa;55-69,99;52;3 211,30;61,76;3 932 649;10 000;130 847;172,41;2 064,00;1 148,45;1 219,45;449,87
2012;1;Põhja-Tallinna linnaosa;70-249,99;42;3 744,90;89,16;4 557 115;15 000;187 414;158,73;1 830,00;1 403,29;1 255,26;404,31
2012;2;Haabersti linnaosa;10-29,99;5;90,5;18,1;60 000;9 000;14 500;413,22;895,06;789,47;700,3;197,07
2012;2;Haabersti linnaosa;30-40,99;28;930,7;33,24;831 627;13 527;40 000;407,44;1 238,10;869,3;893,78;197,27
2012;2;Haabersti linnaosa;41-54,99;37;1 851,80;50,05;1 888 890;28 000;99 000;532,32;1 960,40;924,73;1 014,86;317,29
2012;2;Haabersti linnaosa;55-69,99;41;2 644,37;64,5;2 368 640;6 000;125 000;92,02;1 838,24;788,43;904,07;341,27
2012;2;Haabersti linnaosa;70-249,99;26;2 473,68;95,14;3 025 483;61 000;210 000;611,84;1 846,97;1 288,79;1 271,18;338,29
2012;2;Kesklinna linnaosa;10-29,99;24;531,3;22,14;966 982;14 000;153 760;562,26;10 250,67;1 478,99;1 931,94;2 008,06
2012;2;Kesklinna linnaosa;30-40,99;54;1 924,30;35,64;2 766 512;700;120 000;19,39;3 323,78;1 398,33;1 424,55;658,18
2012;2;Kesklinna linnaosa;41-54,99;94;4 527,65;48,17;7 262 237;22 000;200 000;415,43;3 735,07;1 543,03;1 596,69;626,84
2012;2;Kesklinna linnaosa;55-69,99;100;6 100,40;61;9 843 278;9 715;245 650;152,75;3 814,44;1 572,65;1 614,93;519,12
2012;2;Kesklinna linnaosa;70-249,99;113;11 547,30;102,19;18 688 868;25 000;433 160;240,38;3 646,62;1 526,98;1 614,59;583,84
2012;2;Kristiine linnaosa;10-29,99;24;528,3;22,01;531 669;4 300;40 000;355,37;1 562,50;1 013,52;968,64;285,33
2012;2;Kristiine linnaosa;30-40,99;24;862,7;35,95;855 700;12 600;53 000;328,13;1 380,21;998,35;988,77;235,22
2012;2;Kristiine linnaosa;41-54,99;39;1 820,35;46,68;1 969 725;16 000;87 000;330,58;1 727,22;1 018,91;1 072,77;331,37
2012;2;Kristiine linnaosa;55-69,99;27;1 674,00;62;2 215 700;6 400;119 000;93,43;1 885,25;1 528,64;1 323,91;423,34
2012;2;Kristiine linnaosa;70-249,99;33;3 132,30;94,92;4 373 051;10 000;261 000;108,58;1 853,69;1 501,71;1 399,74;339,02
2012;2;Lasnamäe linnaosa;10-29,99;19;413,7;21,77;314 430;1 333;30 963;45,49;1 413,84;848,48;761,9;302,17
2012;2;Lasnamäe linnaosa;30-40,99;112;3 768,00;33,64;3 338 652;3 196;53 000;97,44;1 574,07;868,9;888,02;204,52
2012;2;Lasnamäe linnaosa;41-54,99;110;5 350,20;48,64;4 485 034;2 409;79 000;50,29;1 490,57;809,02;840,83;223,18
2012;2;Lasnamäe linnaosa;55-69,99;107;6 884,60;64,34;5 314 439;3 800;87 000;58,64;1 359,38;766,92;772,57;211,02
2012;2;Lasnamäe linnaosa;70-249,99;37;3 200,20;86,49;2 598 897;4 017;127 500;50,28;1 346,41;917,16;817,46;339,64
2012;2;Mustamäe linnaosa;10-29,99;33;755,4;22,89;702 615;300;43 000;25,21;1 442,95;966,56;922,89;299,71
2012;2;Mustamäe linnaosa;30-40,99;19;610,5;32,13;524 150;17 000;40 000;552,05;1 146,18;831,13;857,93;164,9
2012;2;Mustamäe linnaosa;41-54,99;110;4 961,70;45,11;4 294 804;8 000;80 500;182,23;1 493,51;853,87;863,02;225,61
2012;2;Mustamäe linnaosa;55-69,99;49;2 986,10;60,94;2 468 783;24 333;80 000;432,2;1 264,09;778,15;825,66;163,12
2012;2;Mustamäe linnaosa;70-249,99;10;804,6;80,46;754 885;21 000;97 200;250,6;1 314,69;946,74;949,52;287,52
2012;2;Nõmme linnaosa;10-29,99;17;389,53;22,91;332 094;5 634;36 000;298,8;1 304,35;918,4;838,65;303,25
2012;2;Nõmme linnaosa;30-40,99;12;416,4;34,7;361 400;17 000;50 300;523,08;1 293,06;817,87;857,99;224,95
2012;2;Nõmme linnaosa;41-54,99;22;1 020,03;46,37;958 932;12 782;70 000;272,54;1 642,04;916,97;946,37;275,37
2012;2;Nõmme linnaosa;55-69,99;18;1 108,00;61,56;1 094 321;10 000;94 000;177,3;1 493,74;969,4;987,52;348,64
2012;2;Nõmme linnaosa;70-249,99;12;1 210,40;100,87;1 442 575;54 000;224 960;703,13;1 600,00;999,4;1 137,71;302,28
2012;2;Pirita linnaosa;30-40,99;2;74,4;37,2;***;***;***;***;***;***;***;***
2012;2;Pirita linnaosa;41-54,99;2;98,2;49,1;***;***;***;***;***;***;***;***
2012;2;Pirita linnaosa;55-69,99;12;772,7;64,39;975 500;71 000;91 000;1 164,20;1 379,84;1 248,33;1 264,58;81,97
2012;2;Pirita linnaosa;70-249,99;28;2 834,50;101,23;4 136 863;65 000;388 430;796,57;2 411,11;1 368,54;1 413,47;340,77
2012;2;Põhja-Tallinna linnaosa;10-29,99;90;1 854,95;20,61;1 548 320;4 250;47 500;184,05;1 702,22;801,52;799,93;312,5
2012;2;Põhja-Tallinna linnaosa;30-40,99;75;2 721,40;36,29;2 611 670;5 744;70 000;151,16;1 871,66;842,11;956,82;393,74
2012;2;Põhja-Tallinna linnaosa;41-54,99;86;4 111,90;47,81;4 452 627;1 000;112 140;23,58;2 100,00;1 032,90;1 076,76;410,89
2012;2;Põhja-Tallinna linnaosa;55-69,99;51;3 114,40;61,07;3 672 736;1 100;144 000;17,11;2 071,94;1 289,35;1 178,58;503,04
2012;2;Põhja-Tallinna linnaosa;70-249,99;64;5 795,40;90,55;7 236 753;33 000;268 000;262,32;2 118,58;1 304,64;1 260,65;378,59
2012;3;Haabersti linnaosa;10-29,99;4;51,4;12,85;***;***;***;***;***;***;***;***
2012;3;Haabersti linnaosa;30-40,99;33;1 089,20;33,01;***;***;***;***;***;***;***;***
2012;3;Haabersti linnaosa;41-54,99;53;2 623,94;49,51;2 663 402;4 000;90 000;76,19;1 771,65;907,13;1 014,35;343,31
2012;3;Haabersti linnaosa;55-69,99;48;3 084,70;64,26;2 982 233;41 000;100 000;626,91;1 503,76;953,26;973,1;239,47
2012;3;Haabersti linnaosa;70-249,99;38;3 770,80;99,23;4 248 539;42 000;260 000;386,71;2 076,27;1 121,29;1 171,05;426,6
2012;3;Kesklinna linnaosa;10-29,99;56;1 257,50;22,46;1 556 128;3 567;96 800;206,9;3 666,67;1 178,88;1 222,47;519,4
2012;3;Kesklinna linnaosa;30-40,99;72;2 628,90;36,51;3 869 558;7 800;140 000;203,13;3 867,40;1 385,64;1 477,17;587,63
2012;3;Kesklinna linnaosa;41-54,99;94;4 538,50;48,28;7 292 770;900;170 000;18,29;3 171,64;1 661,67;1 611,19;502,7
2012;3;Kesklinna linnaosa;55-69,99;89;5 527,50;62,11;9 306 117;30 000;254 000;494,23;3 835,13;1 573,53;1 681,98;648,33
2012;3;Kesklinna linnaosa;70-249,99;123;11 739,00;95,44;18 557 954;37 525;493 750;453,15;3 759,40;1 494,06;1 601,47;653,44
2012;3;Kristiine linnaosa;10-29,99;17;353,25;20,78;352 800;5 600;38 000;328,45;1 479,64;962,96;952,46;296,91
2012;3;Kristiine linnaosa;30-40,99;27;980,7;36,32;984 800;5 000;55 000;132,98;1 482,48;995,02;1 001,95;289,98
2012;3;Kristiine linnaosa;41-54,99;30;1 402,00;46,73;1 379 048;4 000;81 000;84,93;1 708,72;960,89;988,38;387,26
2012;3;Kristiine linnaosa;55-69,99;24;1 493,10;62,21;1 663 158;45 000;115 000;688,07;1 882,16;1 084,26;1 115,14;302,23
2012;3;Kristiine linnaosa;70-249,99;22;1 830,15;83,19;1 770 228;7 926;149 000;104,98;1 641,27;1 167,00;948,76;562,24
2012;3;Lasnamäe linnaosa;10-29,99;20;371;18,55;334 860;3 500;54 000;168,27;2 571,43;841,19;869,89;465,06
2012;3;Lasnamäe linnaosa;30-40,99;133;4 440,00;33,38;3 862 582;2 677;50 000;81,99;1 533,74;902,74;869,79;204,11
2012;3;Lasnamäe linnaosa;41-54,99;119;5 805,90;48,79;4 778 214;4 000;64 500;80,97;1 479,36;823,05;824,22;178,67
2012;3;Lasnamäe linnaosa;55-69,99;105;6 691,00;63,72;5 289 367;15 339;86 000;237,81;1 428,57;751,14;791,02;196,05
2012;3;Lasnamäe linnaosa;70-249,99;41;3 243,00;79,1;2 885 510;24 900;121 000;343,45;1 581,70;847,88;887,44;274,11
2012;3;Mustamäe linnaosa;10-29,99;50;1 190,95;23,82;1 262 066;5 000;43 400;467,29;1 506,94;1 045,15;1 064,89;201,56
2012;3;Mustamäe linnaosa;30-40,99;27;887,4;32,87;911 665;20 000;57 000;662,25;1 496,82;973,51;1 019,39;224,49
2012;3;Mustamäe linnaosa;41-54,99;118;5 271,00;44,67;4 857 889;10 778;71 161;247,2;1 568,18;912,2;921,62;197,29
2012;3;Mustamäe linnaosa;55-69,99;63;3 879,60;61,58;3 335 795;25 000;95 000;406,02;1 439,39;823,63;860,58;197,98
2012;3;Mustamäe linnaosa;70-249,99;22;1 795,50;81,61;1 732 789;40 000;119 900;528,4;1 454,55;897,03;971,64;277,22
2012;3;Nõmme linnaosa;10-29,99;19;394,4;20,76;353 450;3 200;36 000;223,78;1 309,09;880;859,45;229,01
2012;3;Nõmme linnaosa;30-40,99;7;243,7;34,81;266 990;26 500;61 000;874,59;1 560,10;1 030,77;1 081,03;222,53
2012;3;Nõmme linnaosa;41-54,99;17;771,85;45,4;808 699;27 000;70 200;620,69;1 505,38;1 086,47;1 044,25;266,86
2012;3;Nõmme linnaosa;55-69,99;8;489,8;61,23;585 600;42 000;104 900;629,69;1 903,81;1 284,69;1 210,81;422,36
2012;3;Nõmme linnaosa;70-249,99;18;1 796,43;99,8;2 173 577;18 000;200 000;240,32;2 003,23;1 013,08;1 221,02;582,15
2012;3;Pirita linnaosa;10-29,99;1;27,7;27,7;***;***;***;***;***;***;***;***
2012;3;Pirita linnaosa;30-40,99;3;120,6;40,2;***;***;***;***;***;***;***;***
2012;3;Pirita linnaosa;41-54,99;2;102,6;51,3;***;***;***;***;***;***;***;***
2012;3;Pirita linnaosa;55-69,99;13;802,3;61,72;952 954;30 000;92 000;530,04;1 607,14;1 302,40;1 191,90;325,12
2012;3;Pirita linnaosa;70-249,99;20;2 340,80;117,04;3 547 595;90 000;342 000;938,78;3 101,15;1 369,17;1 503,86;510,75
2012;3;Põhja-Tallinna linnaosa;10-29,99;79;1 592,75;20,16;1 365 847;1 000;57 000;76,02;1 958,76;769,23;818,08;420,57
2012;3;Põhja-Tallinna linnaosa;30-40,99;75;2 704,10;36,05;2 664 563;3 000;70 000;83,1;2 116,99;870,27;985,55;431,77
2012;3;Põhja-Tallinna linnaosa;41-54,99;104;4 919,40;47,3;5 424 579;9 395;109 829;192,92;2 302,49;1 036,22;1 100,29;410,07
2012;3;Põhja-Tallinna linnaosa;55-69,99;51;3 125,70;61,29;3 617 528;16 100;132 204;267,27;1 949,91;1 159,21;1 152,51;423,74
2012;3;Põhja-Tallinna linnaosa;70-249,99;42;3 831,70;91,23;4 805 797;4 800;240 381;55,05;2 302,50;1 368,98;1 268,04;503,96
2012;4;Haabersti linnaosa;10-29,99;6;79;13,17;82 500;12 000;16 300;731,71;1 442,48;1 069,23;1 073,34;236,12
2012;4;Haabersti linnaosa;30-40,99;30;1 000,50;33,35;1 002 200;19 000;62 200;575,76;1 520,78;983,22;995,27;212,93
2012;4;Haabersti linnaosa;41-54,99;48;2 409,20;50,19;2 477 489;15 339;101 500;309,25;1 933,33;914,93;1 030,94;355,24
2012;4;Haabersti linnaosa;55-69,99;46;2 953,60;64,21;3 110 355;26 981;166 000;411,92;2 886,96;941,48;1 060,15;448,5
2012;4;Haabersti linnaosa;70-249,99;37;3 598,91;97,27;4 188 848;38 928;350 000;495,9;1 847,94;1 121,02;1 143,87;315,15
2012;4;Kesklinna linnaosa;10-29,99;41;926,8;22,6;1 176 551;9 000;60 000;489,13;2 175,00;1 237,11;1 245,14;445,04
2012;4;Kesklinna linnaosa;30-40,99;73;2 636,40;36,12;4 078 275;3 456;145 000;112,94;4 039,00;1 442,58;1 545,99;614,73
2012;4;Kesklinna linnaosa;41-54,99;80;3 928,72;49,11;6 628 308;25 700;170 000;519,19;3 577,44;1 706,84;1 691,51;530,66
2012;4;Kesklinna linnaosa;55-69,99;98;6 188,90;63,15;9 768 582;25 000;220 000;373,13;3 492,33;1 577,94;1 581,23;517,74
2012;4;Kesklinna linnaosa;70-249,99;141;14 856,11;105,36;23 928 738;5 000;485 000;62,5;3 324,77;1 550,00;1 627,64;632,94
2012;4;Kristiine linnaosa;10-29,99;22;467,56;21,25;535 822;7 700;53 000;333,33;1 817,56;1 091,34;1 113,35;338,86
2012;4;Kristiine linnaosa;30-40,99;27;976,2;36,16;1 022 006;16 506;66 000;506,32;1 753,99;1 026,39;1 047,87;322,41
2012;4;Kristiine linnaosa;41-54,99;32;1 492,77;46,65;1 732 099;8 000;98 000;182,65;2 033,20;1 158,63;1 149,54;439,3
2012;4;Kristiine linnaosa;55-69,99;31;1 899,29;61,27;2 234 490;30 000;118 000;491,8;1 913,94;1 164,18;1 176,42;343,83
2012;4;Kristiine linnaosa;70-249,99;21;1 854,20;88,3;2 372 500;12 000;225 000;126,85;1 964,29;1 422,87;1 301,54;482,95
2012;4;Lasnamäe linnaosa;10-29,99;28;522,5;18,66;361 372;3 000;29 900;240;1 115,67;696,14;689,4;269,33
2012;4;Lasnamäe linnaosa;30-40,99;116;3 872,40;33,38;3 691 178;2 956;59 000;90,12;1 508,95;948,01;952,8;171,4
2012;4;Lasnamäe linnaosa;41-54,99;104;5 080,40;48,85;4 449 920;2 600;81 150;63,41;1 619,76;861,48;878,7;247,81
2012;4;Lasnamäe linnaosa;55-69,99;110;7 073,80;64,31;5 365 064;12 223;93 250;184,08;1 365,30;766,16;757,26;182,01
2012;4;Lasnamäe linnaosa;70-249,99;31;2 454,50;79,18;1 923 950;20 000;109 000;266,67;1 327,25;698,11;791,09;285,87
2012;4;Mustamäe linnaosa;10-29,99;22;526,2;23,92;551 419;4 000;43 500;350,88;1 570,40;980,02;1 028,89;372,22
2012;4;Mustamäe linnaosa;30-40,99;12;416,8;34,73;405 256;4 000;59 000;131,58;1 460,40;988,22;960,27;336,35
2012;4;Mustamäe linnaosa;41-54,99;149;6 704,10;44,99;6 669 294;8 000;87 300;186,05;1 931,42;949,23;989,58;268,58
2012;4;Mustamäe linnaosa;55-69,99;71;4 375,30;61,62;3 745 641;13 000;96 800;190,9;1 446,88;821,02;854,58;209,64
2012;4;Mustamäe linnaosa;70-249,99;9;749,6;83,29;834 082;35 000;151 882;451,61;1 570,65;1 093,92;1 086,28;377,06
2012;4;Nõmme linnaosa;10-29,99;9;179,7;19,97;132 600;6 500;27 000;386,9;1 004,78;691,82;725,11;203,08
2012;4;Nõmme linnaosa;30-40,99;17;602,9;35,46;438 500;9 000;54 000;284,81;1 602,37;718,09;740,81;382,52
2012;4;Nõmme linnaosa;41-54,99;13;608,9;46,84;555 913;26 000;57 000;568,93;1 151,52;919,42;914,3;185,88
2012;4;Nõmme linnaosa;55-69,99;12;727,3;60,61;854 538;30 038;114 500;476,79;2 041,00;1 163,73;1 180,00;426,32
2012;4;Nõmme linnaosa;70-249,99;23;2 402,49;104,46;3 270 778;51 000;257 000;683,65;2 000,00;1 410,54;1 385,71;417,09
2012;4;Pirita linnaosa;30-40,99;2;72,4;36,2;***;***;***;***;***;***;***;***
2012;4;Pirita linnaosa;41-54,99;7;348,8;49,83;***;***;***;***;***;***;***;***
2012;4;Pirita linnaosa;55-69,99;13;816,7;62,82;1 195 380;74 000;115 000;1 250,00;1 945,85;1 410,77;1 466,43;215,72
2012;4;Pirita linnaosa;70-249,99;26;2 613,50;100,52;3 619 860;80 000;240 000;648,41;2 571,61;1 361,25;1 404,29;365,93
2012;4;Põhja-Tallinna linnaosa;10-29,99;98;1 934,45;19,74;1 664 600;2 450;44 000;160,13;1 651,45;816,57;826,92;315,39
2012;4;Põhja-Tallinna linnaosa;30-40,99;70;2 564,50;36,64;2 557 636;15 978;70 000;419,37;2 005,73;902,78;1 006,58;378,92
2012;4;Põhja-Tallinna linnaosa;41-54,99;93;4 330,80;46,57;4 453 298;7 976;91 500;180,86;1 826,35;898,88;1 027,01;383,68
2012;4;Põhja-Tallinna linnaosa;55-69,99;46;2 855,00;62,07;3 354 431;22 153;119 000;360,8;1 858,41;1 181,24;1 171,80;399,3
2012;4;Põhja-Tallinna linnaosa;70-249,99;33;2 871,60;87,02;3 816 160;17 256;203 722;203,01;2 121,21;1 451,73;1 322,47;419,3
2013;1;Haabersti linnaosa;10-29,99;4;54,1;13,53;***;***;***;***;***;***;***;***
2013;1;Haabersti linnaosa;30-40,99;37;1 225,50;33,12;1 360 266;12 782;84 000;387,33;2 326,87;1 070,34;1 105,06;343,61
2013;1;Haabersti linnaosa;41-54,99;34;1 684,70;49,55;1 943 240;30 000;112 000;606,06;2 213,44;1 002,09;1 147,72;426,8
2013;1;Haabersti linnaosa;55-69,99;48;3 085,86;64,29;2 994 800;22 000;128 900;329,84;2 142,62;878,24;978,15;358,25
2013;1;Haabersti linnaosa;70-249,99;27;2 736,40;101,35;***;***;***;***;***;***;***;***
2013;1;Kesklinna linnaosa;10-29,99;34;827,91;24,35;1 154 827;4 000;80 500;156,86;3 015,27;1 257,34;1 370,43;677,98
2013;1;Kesklinna linnaosa;30-40,99;68;2 400,30;35,3;3 686 295;16 000;134 500;503,14;3 466,49;1 430,55;1 534,41;543,98
2013;1;Kesklinna linnaosa;41-54,99;70;3 390,70;48,44;5 713 450;5 000;258 900;108,93;4 741,76;1 574,59;1 679,72;621,98
2013;1;Kesklinna linnaosa;55-69,99;96;6 015,60;62,66;10 705 239;6 322;298 000;93,52;4 700,32;1 727,59;1 780,60;634,41
2013;1;Kesklinna linnaosa;70-249,99;124;12 467,00;100,54;21 689 937;40 000;430 000;465,12;4 304,30;1 691,41;1 744,23;628,62
2013;1;Kristiine linnaosa;10-29,99;20;421,1;21,06;484 789;11 500;38 700;387,21;1 729,73;1 192,35;1 180,25;291,31
2013;1;Kristiine linnaosa;30-40,99;24;843,5;35,15;968 471;6 950;65 000;220,63;1 923,08;1 166,49;1 147,84;433,15
2013;1;Kristiine linnaosa;41-54,99;32;1 476,40;46,14;1 621 256;15 000;90 000;347,22;1 960,78;1 084,18;1 097,81;349
2013;1;Kristiine linnaosa;55-69,99;27;1 709,80;63,33;1 960 754;23 500;109 000;388,43;1 755,23;1 080,29;1 150,64;345,37
2013;1;Kristiine linnaosa;70-249,99;22;2 106,70;95,76;2 515 602;48 500;215 000;319,08;1 881,42;1 257,11;1 243,30;358,81
2013;1;Lasnamäe linnaosa;10-29,99;29;643,41;22,19;467 869;3 484;38 000;140,48;1 270,90;740,74;714,01;284,58
2013;1;Lasnamäe linnaosa;30-40,99;96;3 224,77;33,59;3 180 165;9 000;50 500;234,38;1 533,74;1 030,53;991,4;241,87
2013;1;Lasnamäe linnaosa;41-54,99;114;5 588,90;49,03;5 082 150;8 159;84 000;154,53;1 666,67;910,64;911,2;192,57
2013;1;Lasnamäe linnaosa;55-69,99;125;8 025,40;64,2;6 760 479;26 523;89 000;408,67;1 466,23;810,81;842,86;154,37
2013;1;Lasnamäe linnaosa;70-249,99;39;3 343,90;85,74;2 908 082;14 061;125 000;176,65;1 159,56;835,78;856,88;219,54
2013;1;Mustamäe linnaosa;10-29,99;32;657;20,53;686 918;4 000;38 000;185,19;2 100,84;1 106,56;1 049,98;345,71
2013;1;Mustamäe linnaosa;30-40,99;24;806,2;33,59;811 356;24 000;59 900;599,02;1 464,55;1 012,41;1 008,56;191,34
2013;1;Mustamäe linnaosa;41-54,99;103;4 636,89;45,02;4 741 432;12 782;91 000;291,83;1 685,19;991,19;1 020,76;237,54
2013;1;Mustamäe linnaosa;55-69,99;61;3 726,20;61,09;3 373 930;20 000;83 000;357,14;1 332,75;907,01;903,98;173,75
2013;1;Mustamäe linnaosa;70-249,99;18;1 499,50;83,31;1 469 930;30 000;131 000;338,98;1 369,86;968,29;976,44;252
2013;1;Nõmme linnaosa;10-29,99;13;275,15;21,17;319 126;9 500;74 900;549,13;2 996,00;879,63;1 113,48;613,94
2013;1;Nõmme linnaosa;30-40,99;13;456,7;35,13;431 909;15 000;58 000;414,36;1 829,65;896,83;955,92;373,06
2013;1;Nõmme linnaosa;41-54,99;15;704,3;46,95;794 021;36 000;90 000;746,69;1 820,08;1 054,85;1 123,64;327,49
2013;1;Nõmme linnaosa;55-69,99;12;769,3;64,11;776 400;36 000;114 000;614,33;2 046,68;982,53;1 018,22;382,84
2013;1;Nõmme linnaosa;70-249,99;24;2 362,20;98,43;3 185 833;67 400;244 000;795,37;2 116,00;1 233,91;1 353,38;402,16
2013;1;Pirita linnaosa;10-29,99;1;22,9;22,9;***;***;***;***;***;***;***;***
2013;1;Pirita linnaosa;30-40,99;3;109,5;36,5;***;***;***;***;***;***;***;***
2013;1;Pirita linnaosa;41-54,99;2;93,8;46,9;***;***;***;***;***;***;***;***
2013;1;Pirita linnaosa;55-69,99;6;378,1;63,02;529 900;85 000;94 000;1 309,71;1 586,21;1 354,39;1 406,89;109,45
2013;1;Pirita linnaosa;70-249,99;25;2 719,10;108,76;3 809 500;73 000;310 000;938,22;1 917,13;1 364,90;1 377,14;275,79
2013;1;Põhja-Tallinna linnaosa;10-29,99;76;1 622,65;21,35;1 547 709;1 000;48 000;66,67;1 943,32;973,7;928,88;323,14
2013;1;Põhja-Tallinna linnaosa;30-40,99;59;2 195,60;37,21;2 222 332;10 000;76 045;260,42;2 161,68;906,15;1 015,81;411,02
2013;1;Põhja-Tallinna linnaosa;41-54,99;64;3 018,70;47,17;3 385 358;3 900;96 000;91,55;1 943,32;1 094,34;1 118,96;411,75
2013;1;Põhja-Tallinna linnaosa;55-69,99;32;1 972,10;61,63;2 549 635;31 800;191 000;531,77;2 821,27;1 214,41;1 276,58;480,27
2013;1;Põhja-Tallinna linnaosa;70-249,99;25;2 303,20;92,13;2 903 839;46 000;203 000;475,32;1 829,27;1 400,78;1 266,08;402,8
2013;2;Haabersti linnaosa;10-29,99;8;126,8;15,85;94 800;2 225;40 000;134,04;2 424,24;398,47;688,08;776,67
2013;2;Haabersti linnaosa;30-40,99;35;1 171,82;33,48;1 314 114;17 000;84 000;512,05;2 326,87;1 082,32;1 119,14;284,48
